IVY ROOTS,Book ,8.5x11,Aniyah Lee,2024,IVY ROOTS_Aniyah Lee_1.pdf,src/IVY ROOTS_Aniyah Lee_1.pdf,Downloaded: IVY ROOTS_Aniyah Lee_1.pdf,"Ivy Roots is an insightful zine that explores the profound connection between Black style and revolution, focusing on the transformative period of the 1960s during the Civil Rights era. Inspired by the power of fashion as both a tool and a statement, this zine delves into how Black style became an essential element of resistance, empowerment, and identity during a time of social and political upheaval.

Through an in-depth look at the Black Power Movement and the Black Ivy Revolution, Ivy Roots examines the cultural significance of fashion as a means of self-expression and defiance against systemic oppression. From the sharp suits of the Civil Rights leaders to the iconic afros, leather jackets, and berets of the Black Panthers, and the preppy yet rebellious attire of the Black Ivy League students, the zine highlights how style was intricately woven into the fabric of revolution.

Ivy Roots also highlights the attire of the everyday individual, showing how daily fashion choices became acts of resistance and cultural pride. It bridges the past and present, tracing the evolution of Black style from the 1960s to the modern era, raising thought-provoking questions about what Black style is and how it continues to shape and be shaped by cultural and political movements today.

This zine invites readers to reflect on the enduring legacy of Black fashion and its role in challenging the status quo, celebrating heritage, and inspiring future generations."
Jewel,print,"36 x 24? or approx 18 x 24, think of it as a painting",Mandy Liu,2024,Jewel_Mandy Liu_1.png,src/Jewel_Mandy Liu_1.png,Downloaded: Jewel_Mandy Liu_1.png,"A surreal narrative in the form of a game, about collecting abandoned furnitures"
"Kintsugi: The Art of RepairThis series of five posters delves into the philosophy of kintsugi (金継ぎ), the Japanese art of repairing broken pottery with gold. More than a restoration technique, kintsugi embodies a deeper narrative about resilience, imperfection, and beauty in breakage. Each poster reflects different aspects of this concept through typography, fragmentation, and composition, inviting viewers to reconsider the aesthetics of repair.  The interplay of text—both in English and Japanese—reinforces the act of mending, with words like repairing, fixing, mending appearing in broken yet reconstructed arrangements. The use of negative space, disrupted letterforms, and layered typographic elements mirrors the fragmented nature of shattered ceramics, while golden accents or reconstructed elements suggest renewal.",Posters,18x24,Isabel Lee,2024,"Kintsugi: The Art of RepairThis series of five posters delves into the philosophy of kintsugi (金継ぎ), the Japanese art of repairing broken pottery with gold. More than a restoration technique, kintsugi embodies a deeper narrative about resilience, imperfection, and beauty in breakage. Each poster reflects different aspects of this concept through typography, fragmentation, and composition, inviting viewers to reconsider the aesthetics of repair.  The interplay of text—both in English and Japanese—reinforces the act of mending, with words like repairing, fixing, mending appearing in broken yet reconstructed arrangements. The use of negative space, disrupted letterforms, and layered typographic elements mirrors the fragmented nature of shattered ceramics, while golden accents or reconstructed elements suggest renewal._Isabel Lee_1.pdf","src/Kintsugi: The Art of RepairThis series of five posters delves into the philosophy of kintsugi (金継ぎ), the Japanese art of repairing broken pottery with gold. More than a restoration technique, kintsugi embodies a deeper narrative about resilience, imperfection, and beauty in breakage. Each poster reflects different aspects of this concept through typography, fragmentation, and composition, inviting viewers to reconsider the aesthetics of repair.  The interplay of text—both in English and Japanese—reinforces the act of mending, with words like repairing, fixing, mending appearing in broken yet reconstructed arrangements. The use of negative space, disrupted letterforms, and layered typographic elements mirrors the fragmented nature of shattered ceramics, while golden accents or reconstructed elements suggest renewal._Isabel Lee_1.pdf","Downloaded: Kintsugi: The Art of RepairThis series of five posters delves into the philosophy of kintsugi (金継ぎ), the Japanese art of repairing broken pottery with gold. More than a restoration technique, kintsugi embodies a deeper narrative about resilience, imperfection, and beauty in breakage. Each poster reflects different aspects of this concept through typography, fragmentation, and composition, inviting viewers to reconsider the aesthetics of repair.  The interplay of text—both in English and Japanese—reinforces the act of mending, with words like repairing, fixing, mending appearing in broken yet reconstructed arrangements. The use of negative space, disrupted letterforms, and layered typographic elements mirrors the fragmented nature of shattered ceramics, while golden accents or reconstructed elements suggest renewal._Isabel Lee_1.pdf","This series of five posters delves into the philosophy of kintsugi (金継ぎ), the Japanese art of repairing broken pottery with gold. More than a restoration technique, kintsugi embodies a deeper narrative about resilience, imperfection, and beauty in breakage. Each poster reflects different aspects of this concept through typography, fragmentation, and composition, inviting viewers to reconsider the aesthetics of repair.

The interplay of text—both in English and Japanese—reinforces the act of mending, with words like repairing, fixing, mending appearing in broken yet reconstructed arrangements. The use of negative space, disrupted letterforms, and layered typographic elements mirrors the fragmented nature of shattered ceramics, while golden accents or reconstructed elements suggest renewal."
Kurt Woerpel Interview,Magazine,"12""x""16?",Miko Sellier,2024,Kurt Woerpel Interview_Miko Sellier_1.pdf,src/Kurt Woerpel Interview_Miko Sellier_1.pdf,Downloaded: Kurt Woerpel Interview_Miko Sellier_1.pdf,"Magazine Interview with the Art Director of ""Interview Magazine"""
Legion Paper,Packaging Design ,"8""x10""x0.5""",Miko Sellier,2024,Legion Paper_Miko Sellier_1.mp4,src/Legion Paper_Miko Sellier_1.mp4,Downloaded: Legion Paper_Miko Sellier_1.mp4,Mock rebrand for Legion Paper.
Legion Paper,Printed Posters,18x24 (5 of Them),Miko Sellier ,2024,Legion Paper_Miko Sellier_1.png,src/Legion Paper_Miko Sellier_1.png,Downloaded: Legion Paper_Miko Sellier_1.png,Mock rebrand for Legion Paper
Lost in Transience,"Online, Projection+printed book",Screen size. Projection at least 50 inch wide.,Scarlett Wang,2024,Lost in Transience_Scarlett Wang_1.jpeg,src/Lost in Transience_Scarlett Wang_1.jpeg,Downloaded: Lost in Transience_Scarlett Wang_1.jpeg,"This is an interactive space showcasing an organic and mystic typeface. Forms extracted from natural crystals and corals are translated into sound. They are further planted into this tranquil virtual space, floating around the crystal structure. Once you approach any letter, you will hear the vibrating voice of each letter. Crystals and corals are long-living beings that they themselves represent the imprint and passage of time. The way people possess or simply observe them is a transient moment compared to their long history. But the moment is precious. I wish to translate and share this beautiful moment with people."
Mantis Mansions,Acrylic plexiglass / living insects,"there are 6 boxes, each box is about 4"" x 4"" x 8""",Macaque Jagusah,2025,Mantis Mansions_Macaque Jagusah_1.jpg,src/Mantis Mansions_Macaque Jagusah_1.jpg,Downloaded: Mantis Mansions_Macaque Jagusah_1.jpg,"Trying to hold onto the lives of as many of these fragile insects as possible. Over 100 mantises hatched, but I didn't have the money to make the containers as fast as possible, so most of them died within the first week. right now I'm down to just 7."
Marcel Duchamp Interview Book,rouge & white heavyweight paper; acetate,"8.5"" × 11"" (108 pg)",Zeyu Shen,2023,Marcel Duchamp Interview Book_Zeyu Shen_1.JPG,src/Marcel Duchamp Interview Book_Zeyu Shen_1.JPG,Downloaded: Marcel Duchamp Interview Book_Zeyu Shen_1.JPG,"This book was designed based on the transcript of a BBC interview with Marcel Duchamp in 1968. In the interview, Marcel Duchamp discussed his style of creating artwork, his understanding in Impressionism, and his piece “The Large Glass”. The conversation between two people was differentiated by two colors – red and blue. Duchamp’s artistic style and his insight into art is very avant-garde and unpredictable in a way, so the typesetting of his answers was presented in a variety of ways."
Me and My Glasses,Poster,24x36inches,Amber(Siyuan) Wang,2023,Me and My Glasses_Amber(Siyuan) Wang_1.png,src/Me and My Glasses_Amber(Siyuan) Wang_1.png,Downloaded: Me and My Glasses_Amber(Siyuan) Wang_1.png,"""Me and My Glasses"" is both a collection poster showcasing my glasses and a functional eye chart. By integrating the work’s title into the visual design, it transforms a standard vision test into a more engaging and playful experience. This piece explores the intersection of personal identity and visual perception, reimagining the traditional eye chart as both a practical tool and a creative expression."
Miko Motion Reel,Video ,Computer screen size,Miko Sellier,2025,Miko Motion Reel_Miko Sellier_1.mp4,src/Miko Motion Reel_Miko Sellier_1.mp4,Downloaded: Miko Motion Reel_Miko Sellier_1.mp4,Motion Reel compilation
Miko's Planet,Rock ,"4""x6""",Mike Sellier,2025,Miko's Planet_Mike Sellier_1.jpeg,src/Miko's Planet_Mike Sellier_1.jpeg,Downloaded: Miko's Planet_Mike Sellier_1.jpeg,QR code engraved on rock that leads to Miko's Planet (Website) 
MillerKnoll Redesign ,"I used a combination of digital design tools, including Adobe Creative Suite for graphic design and Cinema 4D for 3D modeling, to create the visual elements. ",36 x 48 inches ,Aniyah Lee,2024,MillerKnoll Redesign_Aniyah Lee_1.pdf,src/MillerKnoll Redesign_Aniyah Lee_1.pdf,Downloaded: MillerKnoll Redesign_Aniyah Lee_1.pdf,"For my MillerKnoll redesign, I’ve created a modern, cohesive visual identity inspired by the elegance and functionality of their furniture. The minimalist logo reflects the brand’s commitment to craftsmanship and innovation. I’ve ensured that the posters, business cards, website, and mobile app all harmonize these principles, providing a refined, user-friendly experience. This redesign aligns with MillerKnoll’s premium, design-forward reputation, emphasizing both aesthetics and practicality."
Mirer,Print on Matte Paper,"3 24 x 36"" Posters",Dani Guerra,2024,Mirer_Dani Guerra_1.png,src/Mirer_Dani Guerra_1.png,Downloaded: Mirer_Dani Guerra_1.png,"Inspired by Dan Van Landingham’s surrealist landscapes, the ""Mirer"" series (from the French verb meaning “to look”) invites viewers to question the reality before them. Each poster explores the tension between perception and reality through different lenses: psychology, science, and philosophy. The first poster examines human nature with the phrase “I’m not a bad dog // I don’t know why I bite,” reflecting the struggle between inherited tendencies and self-determination. The second poster uses optical illusions to highlight how our physiology both constructs and distorts perception. The final poster, referencing Magritte’s The ""Treachery of Images"" with “Ceci n’est pas un paysage” (“This is not a landscape”), questions whether representations can ever truly embody what they depict. Through this interplay, ""Mirer"" challenges us not just to observe but interrogate the lenses through which we perceive reality."
Nebula ," RoboFont,  Cinema 4D",2.11 feet × 3.48 feet.,Aniyah Lee,2024,Nebula_Aniyah Lee_1.png,src/Nebula_Aniyah Lee_1.png,Downloaded: Nebula_Aniyah Lee_1.png,"Created in fall 2023 during Riccard Lipton's class, Nebula is inspired by Pierce Brown's Red Rising. Its bold, curved, and slanted serifs reflect the novel's gritty, dystopian tone.Reimagined as a perfume, Nebula becomes a marketing device for both the book and typeface, offering a sensory experience that captures the story’s essence, bringing its atmosphere to life beyond the page."
Origami Poster Serie,Digital printing on silk,"each poster is 32*32'', total 9 posters",Sophie Feng,2024,Origami Poster Serie_Sophie Feng_1.HEIC,src/Origami Poster Serie_Sophie Feng_1.HEIC,Downloaded: Origami Poster Serie_Sophie Feng_1.HEIC,"A series of posters created for an exhibition, incorporating dynamic patterns and motion elements. The designs aim to engage viewers by blending static and animated visuals, creating an immersive experience."
PARANOIA,Book ,"6""x9""",Miko Sellier,2024,PARANOIA_Miko Sellier_1.mov,src/PARANOIA_Miko Sellier_1.mov,Downloaded: PARANOIA_Miko Sellier_1.mov,"“Paranoia,” is a haunting magazine that unveils a collection of ghost tales transcending the boundaries between the living and spectral.
"
Pasalubong,Keychain ,4x4,Miko Sellier,2023,Pasalubong_Miko Sellier_1.PNG,src/Pasalubong_Miko Sellier_1.PNG,Downloaded: Pasalubong_Miko Sellier_1.PNG,Souvenir Project
Path,paper,7x10 inches,Amber(Siyuan) Wang,2024,Path_Amber(Siyuan) Wang_1.png,src/Path_Amber(Siyuan) Wang_1.png,Downloaded: Path_Amber(Siyuan) Wang_1.png,"Path is a magazine project that explores the journeys of artists at different stages—from students on the verge of graduation to those who have established themselves in the art world. Through in-depth interviews, I listen to their stories, tracing their paths from uncertainty to growth, from questioning their choices to finding their direction.

For those of us about to step into the unknown, their experiences serve as a guide, reminding us that doubt and confusion are part of the creative process. There is no single right way—what matters most is discovering what truly excites you."
Period Sex,Crochet mercerized cotton yarn,74x43in,Chanya Vitayakul,2024,Period Sex_Chanya Vitayakul_1.jpg,src/Period Sex_Chanya Vitayakul_1.jpg,Downloaded: Period Sex_Chanya Vitayakul_1.jpg,"Blending the gentle nature of handmade fiber art with the boldness of self-expression, this piece conveys a sense of confidence and defiance, embodying unapologetic femininity. The interplay between the soft, tactile quality of the yarn and the assertive message forms a striking contrast that complements the inherent femininity of the craft. Red lipstick, a symbol of boldness and allure, serves as a metaphor for self-empowerment, while the carefree approach to intimacy reflects themes of freedom, desire, and self-worth. With its handcrafted texture and provocative text, the tapestry challenges traditional notions of femininity and societal expectations, standing as both a personal statement and a work of modern feminist art."
"Premium Deluxe Ultra-Soft Floor Cushions with Strikingly Realistic Aerial Chair Imagery Imprint - Premium Lounge and Decorative Seating Essentials for a Chic and Modern Home Setting - Extra Comfortable, Large, and Durable Soft Furnishings to Elevate Your Interior Aesthetics and Enhance Your Relaxation Experience, Expertly Crafted for Unmatched Style and Unprecedented Comfort - Perfect for Trendy, Stylish Living Spaces and Those Who Demand the Epitome of Home Comfort and Design Excellence.  ","Cotton Percale, Polyfibre",24 by 24 inches,Jyot Kaur Thind,2023,"Premium Deluxe Ultra-Soft Floor Cushions with Strikingly Realistic Aerial Chair Imagery Imprint - Premium Lounge and Decorative Seating Essentials for a Chic and Modern Home Setting - Extra Comfortable, Large, and Durable Soft Furnishings to Elevate Your Interior Aesthetics and Enhance Your Relaxation Experience, Expertly Crafted for Unmatched Style and Unprecedented Comfort - Perfect for Trendy, Stylish Living Spaces and Those Who Demand the Epitome of Home Comfort and Design Excellence._Jyot Kaur Thind_1.PNG","src/Premium Deluxe Ultra-Soft Floor Cushions with Strikingly Realistic Aerial Chair Imagery Imprint - Premium Lounge and Decorative Seating Essentials for a Chic and Modern Home Setting - Extra Comfortable, Large, and Durable Soft Furnishings to Elevate Your Interior Aesthetics and Enhance Your Relaxation Experience, Expertly Crafted for Unmatched Style and Unprecedented Comfort - Perfect for Trendy, Stylish Living Spaces and Those Who Demand the Epitome of Home Comfort and Design Excellence._Jyot Kaur Thind_1.PNG","Downloaded: Premium Deluxe Ultra-Soft Floor Cushions with Strikingly Realistic Aerial Chair Imagery Imprint - Premium Lounge and Decorative Seating Essentials for a Chic and Modern Home Setting - Extra Comfortable, Large, and Durable Soft Furnishings to Elevate Your Interior Aesthetics and Enhance Your Relaxation Experience, Expertly Crafted for Unmatched Style and Unprecedented Comfort - Perfect for Trendy, Stylish Living Spaces and Those Who Demand the Epitome of Home Comfort and Design Excellence._Jyot Kaur Thind_1.PNG","This collection of floor cushions explores the concept of seating as a commodity—something bought, sold, and historically tied to power and the hierarchical division of space. I wanted to create an object that highlights the irony and absurdity of these systems."
Pushing Buttons,Website,on an interactive screen/desktop,Sejal Gupta,2024,Pushing Buttons_Sejal Gupta_1.png,src/Pushing Buttons_Sejal Gupta_1.png,Downloaded: Pushing Buttons_Sejal Gupta_1.png,Pushing Buttons is a commentary on UI/UX and “user-friendly” design. The website is a collection of micro sites which build anticipation towards an impending event through the metaphor of the button. Each interaction is supposed to literally push the user’s buttons while the user themselves can’t do the same despite the visual queues. 
Queer Will,Print,"Each poster is 11x16, but there's a lot of them ",Leon Calzone,2025,Queer Will_Leon Calzone_1.HEIC,src/Queer Will_Leon Calzone_1.HEIC,Downloaded: Queer Will_Leon Calzone_1.HEIC,"Queer Will is an ongoing project that asks queer people what we want to do before we die. As queer individuals, our futures often feel uncertain. This uncertainty is heightened as our community faces increasing hostility and erasure. The title Queer Will speaks to both the act of writing a will and the enduring willpower queer people have always shown in living beautiful, meaningful lives regardless of the state of the world. By collecting and archiving these personal aspirations—whether grand or mundane—this project not only preserves the dreams of our community but also serves as a reminder of our shared humanity in a world that too often tries to deny it."
random thoughts,"zine, printed on Chinese paper/vellum",5.5 * 8.5 inch,Ash(Wenqing) Ma,2024,random thoughts_Ash(Wenqing) Ma_1.jpg,src/random thoughts_Ash(Wenqing) Ma_1.jpg,Downloaded: random thoughts_Ash(Wenqing) Ma_1.jpg,random thoughts and sketches 
Reverb & Remnants,"Acetate, Paper, Binder Rings, Plastic","12 x 12""",Dani Guerra,2024,Reverb & Remnants_Dani Guerra_1.MOV,src/Reverb & Remnants_Dani Guerra_1.MOV,Downloaded: Reverb & Remnants_Dani Guerra_1.MOV,"This artist book details the memory of concerts, taking the feeling and experience with you as a keepsake. It aims to capture music as all-encompassing and recreate these memories as they fade and blend together."
RISD Museum Rebranding Project,Poster,"2,082,339 bytes (2.1 MB ",Erica Yun,2024,RISD Museum Rebranding Project_Erica Yun_1.jpg,src/RISD Museum Rebranding Project_Erica Yun_1.jpg,Downloaded: RISD Museum Rebranding Project_Erica Yun_1.jpg,"Given three weeks, I was challenged to develop a visual identity for one of four real-world organizations: the RISD Museum. After receiving a briefing from your client organization, I move through the stages of a real-world branding project, from research to asset building, to deploying your identity across applications. Specifically, I focus on the brand mission of interconnecting the tradition of the RISD Museum and modern art. I try to depict it by using the visual imagery of waves and complementary colors."
s(wipe) left,digitally embroidered handkerchiefs,"12""x12"" set of 6 in a box",Sejal Gupta,2025,s(wipe) left_Sejal Gupta_1.png,src/s(wipe) left_Sejal Gupta_1.png,Downloaded: s(wipe) left_Sejal Gupta_1.png,"s(wipe) left is a set of digital and hand embroidered handkerchiefs made using the Tijima Pulse embroidery machine. The collection is inspired by the Victorian tradition of “dropping the handkerchief” wherein a lady would accidentally drop her handkerchief, prompting a passing gentleman to pick it up and initiate the beginning of a courtship. The subtle gesture became a signifier of romance, and ever since, handkerchiefs have been traditionally associated with chivalry, marriage, and love. The designed handkerchiefs in this box juxtapose found online dating bios with the romanticised object of the textile. The jarring layering of the two is a commentary on what love might look like today in its most overdone and pervasive form."
Scan Studies,Print on butcher paper,"the size varies from 3x3 inches to 4x7.5 inches, around 20 of them",Li Huang,2024,Scan Studies_Li Huang_1.jpg,src/Scan Studies_Li Huang_1.jpg,Downloaded: Scan Studies_Li Huang_1.jpg,A collection of print experiments I did over span of last semester
Semantic Satiation,Book and Poster,"6.5""x9"" book and 24""x36"" poster",Sejal Gupta,2023,Semantic Satiation_Sejal Gupta_1.png,src/Semantic Satiation_Sejal Gupta_1.png,Downloaded: Semantic Satiation_Sejal Gupta_1.png,"Semantic Satiation is a typographic project about the absurdity of stereotyping—as interpreted through 5 writings. The 112-page book uses a 5-column grid system across all chapters which respond to the content in different ways. The book is typeset in English, Hindi, and a translated emoji paragraph. It is further accompanied by a large-scale poster—print, animated, and a book jacket that also repurposes as a second, smaller poster."
send-your-love,Web,1920*1080 (px),Minah Kim,2024,send-your-love_Minah Kim_1.pdf,src/send-your-love_Minah Kim_1.pdf,Downloaded: send-your-love_Minah Kim_1.pdf,"This is a simple website that lets users to send a love letter by collecting words related to love and converts the letter into a cold email template. It sarcastically conveys how we, as job applicants, often use ""love"" or ""wish"" in our emails, but the intention is far from what we think as ""love"" in intimate situations. "
STARDUST ,Poster ,24x36,Miko Sellier,2023,STARDUST_Miko Sellier_1.png,src/STARDUST_Miko Sellier_1.png,Downloaded: STARDUST_Miko Sellier_1.png,Poster for Stardust Film Adaptation 
Symmetric Blueprint,Print ,24* 36,Ritvi Gilara,2024,Symmetric Blueprint_Ritvi Gilara_1.jpg,src/Symmetric Blueprint_Ritvi Gilara_1.jpg,Downloaded: Symmetric Blueprint_Ritvi Gilara_1.jpg,"I understood my idea of minimalism, the system and negative spacing bridge the border between structure and abstraction, nearly showcasing an architectural trace."
Taipei 2024 Art Book Fair,Laser Print on Satin Paper,24x36 inches,Jeanie Yu,2024,Taipei 2024 Art Book Fair_Jeanie Yu_1,src/Taipei 2024 Art Book Fair_Jeanie Yu_1,Downloaded: Taipei 2024 Art Book Fair_Jeanie Yu_1,"The poster series and identity design for the Taipei Art Book Fair blends a dynamic, modern aesthetic with the timeless tradition of classic book fairs, inspired by the Renaissance era’s exchanges of poems and scripts. The spiral-binded fairytale motif, with the fair’s title replacing the book title, symbolizes the enduring magic of storytelling with the idea of past and present. Neon colors like hot pink and red were chosen to reimagine the classic book fair for today’s world with boldness and energy added to the identity. The design were in two sections—a playful arrangement of bookshelves, and a checkerboard pattern. The checkerboard pattern also evokes the structured layout of books, with their squarish forms. The dashed and solid shapes symbolize the interplay between continuity and interruption in storytelling and creativity. An interactive website enables audience to design personalized mobile and desktop wallpapers, allowing them to decorate their devices and create timeless memories that celebrate the Taipei Art Book Fair."
Taking Space,"Motion Installation, Projections",as big as possible?,Radhika Chauhan,2024,Taking Space_Radhika Chauhan_1.mp4,src/Taking Space_Radhika Chauhan_1.mp4,Downloaded: Taking Space_Radhika Chauhan_1.mp4,"This installation explores the role of body in space through the lens of cyberfeminist literatures and gender studies in technology. The manifestos/texts/extracts/actions projected as motion pieces are sourced from essays by writers and thinkers including Mindy Seu, Judy Wajcman, Donna J. Haraway, Virginia Barratt, Julianne Pierce, Francesca da Rimini, and Josephine Starrs. "
Target,"Concrete, steel rod, ultrasound print on linen",18x11x48in,Chanya Vitayakul,2024,Target_Chanya Vitayakul_1.jpg,src/Target_Chanya Vitayakul_1.jpg,Downloaded: Target_Chanya Vitayakul_1.jpg,"""Target"" is a sculptural work that embodies a profound personal narrative through its materiality and composition. Constructed from concrete, a steel rod, and linen, the piece presents a striking interplay between weight and fragility. The steel rod, rigid and piercing, vertically punctuates the space, impaling the linen fragments—each bearing scans of the artist’s ultrasound from their abortion. The concrete base grounds the work, symbolizing an unyielding foundation in contrast to the delicate, intimate imagery above.

The title, ""Target,"" evokes multiple layers of meaning—alluding to the body as a site of control and scrutiny, the experience of being under societal or political focus, or the personal weight of decision-making and bodily autonomy. Through this piece, the artist transforms personal history into a physical form, inviting reflection on the intersection of personal choice and external forces."
Test Your Typing Speed,Web,/,Ashley Cai,2023,Test Your Typing Speed_Ashley Cai_1.mov,src/Test Your Typing Speed_Ashley Cai_1.mov,Downloaded: Test Your Typing Speed_Ashley Cai_1.mov,"I built this capsule game to emulate of the frustration of being treated with condescension as a non-native English speaker.
I grew up watching white people respond to my parents’ broken English with tension: wide eyes frozen in trapped patience, smile widened in condescension, a voice reserved for speaking to children.
Sometimes, it’s difficult to resist perpetuating the same."
The Cloisters Museum Identity Design,Laser Print of Matte Paper,24x13.5 inch each,Jeanie Yu,2024,The Cloisters Museum Identity Design_Jeanie Yu_1,src/The Cloisters Museum Identity Design_Jeanie Yu_1,Downloaded: The Cloisters Museum Identity Design_Jeanie Yu_1,"The rebranding of The Cloisters Museum, part of The Met, unites its identity with The Met’s iconic red while emphasizing its unique features. The “O” in “Cloisters” is reimagined as a squarish shape that stretches into a rectangle, symbolizing the museum’s quadrilateral garden gallery spaces and extended hallways. It acts as a window or framing device in posters, wayfinding, and web design. The redesign balances the Cloisters’ historic charm with a modern aesthetic, creating a connection to The Met. Its distinct narrative, blending historical architecture, art, and gallery spaces, invites audiences to engage deeply with its unique identity."
The Haunted Mansion Guide,"Photo album, mixed media",4.5 x 6 x 1 (inch),Minah Kim,2023,The Haunted Mansion Guide_Minah Kim_1.pdf,src/The Haunted Mansion Guide_Minah Kim_1.pdf,Downloaded: The Haunted Mansion Guide_Minah Kim_1.pdf,"This is a guide/catalog of the looks and color themes created by Mona May, drawn from the movie <Haunted Mansion> (2003). It includes the mysterious-looking polaroid photos, puzzles, and shots from the movie, which theoretically provides the audience the clues about how to navigate the 'haunted mansion.'"
The Revolution Will Not Be Televised,Print,6*9 in (i think),Andrew Haoyuan Liu,2023,The Revolution Will Not Be Televised_Andrew Haoyuan Liu_1.png,src/The Revolution Will Not Be Televised_Andrew Haoyuan Liu_1.png,Downloaded: The Revolution Will Not Be Televised_Andrew Haoyuan Liu_1.png,A lyrics book for Gil Scott-Heron’s 1971 poem and song The Revolution Will Not Be Televised.
The Scent of Typography,book,6x11,Hannah Jeong,2024,The Scent of Typography_Hannah Jeong_1.pdf,src/The Scent of Typography_Hannah Jeong_1.pdf,Downloaded: The Scent of Typography_Hannah Jeong_1.pdf,Two essays by El Lissitzky—The Topography of Typography and Typographical Facts—paired with a selection of vintage magazine perfume advertisements.
Thermal Flip book,Book + Projection/computer,4x4x4 (book),Isabel Lee,2024,Thermal Flip book_Isabel Lee_1.png,src/Thermal Flip book_Isabel Lee_1.png,Downloaded: Thermal Flip book_Isabel Lee_1.png,"Thermal Flipbook is a printed sequence of thermal maps, created using After Effects to show the shifting gradients of color and fluid forms. The project visualizes heat distribution as abstract, color-shifting forms, translating temperature data into a tactile, interactive format. Each frame represents a moment in transition, with gradients and soft edges reflecting the fluid nature of thermal energy. Designed as a flipbook, the project emphasizes movement and change, allowing viewers to experience the shifting patterns through physical interaction."
This Moment,Silk book,7.5 x 9,Yeriel Jeong,2025,This Moment_Yeriel Jeong_1.gif,src/This Moment_Yeriel Jeong_1.gif,Downloaded: This Moment_Yeriel Jeong_1.gif,"‘This moment’ beautifully explores the paradoxical and contradictory nature of time, the way a speaker addresses a loved one. We can read the irony of time, which is absolute, yet relative, and seems to exist forever, but only exists for that moment. It's poetic, it's emotional, but it's also a reflection on time and life. As time and life are indefinable, we paradoxically realize that we should cherish each moment."
Through time and space,Matte Paper,136” x 35” long verticle poster,Un Jingjang,2024,Through time and space_Un Jingjang_1.jpg,src/Through time and space_Un Jingjang_1.jpg,Downloaded: Through time and space_Un Jingjang_1.jpg,"Using a space-time grid to explore how typography transforms, capturing and reflecting the essence of change through time."
Time Capsule,Posters and Digital ,11x17 posters (3) + digital ,Isabel Lee,2024,Time Capsule_Isabel Lee_1.jpg,src/Time Capsule_Isabel Lee_1.jpg,Downloaded: Time Capsule_Isabel Lee_1.jpg,"""Time Capsule"" explores the relationship between the digital and physical in design, combining AI-generated and human-made elements. This project includes 32 postcards and over 100 AI-generated responses derived from my initial poster design. The AI-generated responses represent letters imagined to be written by ""people"" in future context to 2024, creating a dialogue between machine-made forms and human intervention. These elements are integrated into both print and my website, bridging digital and physical spaces while questioning authorship, imitation, and the evolving role of the digital and physical in design."
Time Heals,"Linen print, Chain, Newsprint","65 x 20"" sculptural piece; 24x30 newsprint",Dani Guerra,2024,Time Heals_Dani Guerra_1.HEIC,src/Time Heals_Dani Guerra_1.HEIC,Downloaded: Time Heals_Dani Guerra_1.HEIC,"""Time Heals"" depicts the build-up of tension when words are left unsaid through the distortion of a poem detailing experiences with depression."
TITLI UD,Website,n/a,Jyot Kaur Thind,2024,TITLI UD_Jyot Kaur Thind_1.mov,src/TITLI UD_Jyot Kaur Thind_1.mov,Downloaded: TITLI UD_Jyot Kaur Thind_1.mov,"Flutter is a variation of the open-source typeface Hind, inspired by my childhood poem about butterflies.The typeface explores the fleeting and ephemeral nature of language, capturing the sense of something slipping away just beyond our grasp. In Titli Ud, this typeface plays a key role in exploring the effects of language standardization and its impact on authentic communication. It reflects the linguistic “slippages” found in variations of accent and language use, challenging the notion of standardized English and emphasizing how these variations act as authentic markers of identity."
Treasures / Troves,Mixed media on paper,"Diptych: two 13x19"" drawings",Avery Browne,2024,Treasures / Troves_Avery Browne_1.png,src/Treasures / Troves_Avery Browne_1.png,Downloaded: Treasures / Troves_Avery Browne_1.png,The Whirligig Universe is an imagined place of vibrant autistic joy and refuge. I aim to illustrate these inner spaces that we retreat to for safety.
Turn Over a New Leaf,Digital (Website),webpage size (1500 * 935 px),Jolin Chen,2024,Turn Over a New Leaf_Jolin Chen_1.gif,src/Turn Over a New Leaf_Jolin Chen_1.gif,Downloaded: Turn Over a New Leaf_Jolin Chen_1.gif,"Turn Over a New Leaf was a webpage dedicated to capturing and forecasting the vibrant transformation of fall foliage on College Hill this past fall semester. As I experienced my last autumn in Providence, I longed to capture the leaves’ vivid hues as a timeless keepsake of the season’s fleeting beauty."
Untitled ,Accordion book,8.5*11 ,Ritvi Gilara,2024,Untitled_Ritvi Gilara_1.MOV,src/Untitled_Ritvi Gilara_1.MOV,Downloaded: Untitled_Ritvi Gilara_1.MOV,"Unfold, Unravel, and Engage"
Untitled (Document),Fabric printed,~42x110 in,Brianna Cheng,2023,Untitled (Document)_Brianna Cheng_1.jpg,src/Untitled (Document)_Brianna Cheng_1.jpg,Downloaded: Untitled (Document)_Brianna Cheng_1.jpg,"Juxtaposing corrupted mojibake text with even less understandable scientific terms, Untitled challenges the notion of readability. Do you truly understand every word you read? "
Ways of Communicating Ideas,Print,6*9 in,Andrew Haoyuan Liu,2023,Ways of Communicating Ideas_Andrew Haoyuan Liu_1.png,src/Ways of Communicating Ideas_Andrew Haoyuan Liu_1.png,Downloaded: Ways of Communicating Ideas_Andrew Haoyuan Liu_1.png,"A book exploring various language and writing systems, their histories, evolutions, and modern uses."
